title,description,theme,data type,data subtype,identifier,licence,keywords,issued,modified,publisher.name,publisher.mbox,contactPoint.fn,contactPoint.hasPhone,contactPoint.hasEmail,landingPage,updateFrequency,temporal,spatial,distribution.0.downloadURL,distribution.0.title,distribution.0.description,distribution.0.format,distribution.0.size,distribution.1.downloadURL,distribution.1.title,distribution.1.description,distribution.1.format,distribution.1.size,distribution.2.downloadURL,distribution.2.title,distribution.2.description,distribution.2.format,distribution.2.size,distribution.3.downloadURL,distribution.3.title,distribution.3.description,distribution.3.format,distribution.3.size,distribution.4.downloadURL,distribution.4.title,distribution.4.description,distribution.4.format
"Port Chalmers, Tide Predictions, 2019","Port Chalmers, Tide Predictions, 2019.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2019-01-01/2019-12-31,"{""type""  : ""Point"" : ""coordinates"" : [70.6241, -45.8147]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Chalmers%202019.pdf,"Port Chalmers, Tide Predictions, 2019",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Chalmers%202019.csv,"Port Chalmers, Tide Predictions, 2019",,PDF,,,,,,,,,,,,,,,
"Port Chalmers, Tide Predictions, 2020","Port Chalmers, Tide Predictions, 2020.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2020-01-01/2020-12-31,"{""type""  : ""Point"" : ""coordinates"" : [70.6241, -45.8147]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Chalmers%202020.pdf,"Port Chalmers, Tide Predictions, 2020",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Chalmers%202020.csv,"Port Chalmers, Tide Predictions, 2020",,PDF,,,,,,,,,,,,,,,
"Port Chalmers, Tide Predictions, 2021","Port Chalmers, Tide Predictions, 2021.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2021-01-01/2021-12-31,"{""type""  : ""Point"" : ""coordinates"" : [70.6241, -45.8147]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Chalmers%202021.pdf,"Port Chalmers, Tide Predictions, 2021",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Chalmers%202021.csv,"Port Chalmers, Tide Predictions, 2021",,PDF,,,,,,,,,,,,,,,
"Port Chalmers, Tide Predictions, 2022","Port Chalmers, Tide Predictions, 2022.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2022-01-01/2022-12-31,"{""type""  : ""Point"" : ""coordinates"" : [70.6241, -45.8147]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Chalmers%202022.pdf,"Port Chalmers, Tide Predictions, 2022",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Chalmers%202022.csv,"Port Chalmers, Tide Predictions, 2022",,PDF,,,,,,,,,,,,,,,
"Port Ohope Wharf, Tide Predictions, 2017","Port Ohope Wharf, Tide Predictions, 2017.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2017-01-01/2017-12-31,"{""type""  : ""Point"" : ""coordinates"" : [177.1082, -37.984]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Ohope%20Wharf%202017.pdf,"Port Ohope Wharf, Tide Predictions, 2017",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Ohope%20Wharf%202017.csv,"Port Ohope Wharf, Tide Predictions, 2017",,PDF,,,,,,,,,,,,,,,
"Port Ohope Wharf, Tide Predictions, 2018","Port Ohope Wharf, Tide Predictions, 2018.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2018-01-01/2018-12-31,"{""type""  : ""Point"" : ""coordinates"" : [177.1082, -37.984]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Ohope%20Wharf%202018.pdf,"Port Ohope Wharf, Tide Predictions, 2018",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Ohope%20Wharf%202018.csv,"Port Ohope Wharf, Tide Predictions, 2018",,PDF,,,,,,,,,,,,,,,
"Port Ohope Wharf, Tide Predictions, 2019","Port Ohope Wharf, Tide Predictions, 2019.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2019-01-01/2019-12-31,"{""type""  : ""Point"" : ""coordinates"" : [177.1082, -37.984]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Ohope%20Wharf%202019.pdf,"Port Ohope Wharf, Tide Predictions, 2019",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Ohope%20Wharf%202019.csv,"Port Ohope Wharf, Tide Predictions, 2019",,PDF,,,,,,,,,,,,,,,
"Port Ohope Wharf, Tide Predictions, 2020","Port Ohope Wharf, Tide Predictions, 2020.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2020-01-01/2020-12-31,"{""type""  : ""Point"" : ""coordinates"" : [177.1082, -37.984]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Ohope%20Wharf%202020.pdf,"Port Ohope Wharf, Tide Predictions, 2020",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Ohope%20Wharf%202020.csv,"Port Ohope Wharf, Tide Predictions, 2020",,PDF,,,,,,,,,,,,,,,
"Port Ohope Wharf, Tide Predictions, 2021","Port Ohope Wharf, Tide Predictions, 2021.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2021-01-01/2021-12-31,"{""type""  : ""Point"" : ""coordinates"" : [177.1082, -37.984]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Ohope%20Wharf%202021.pdf,"Port Ohope Wharf, Tide Predictions, 2021",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Ohope%20Wharf%202021.csv,"Port Ohope Wharf, Tide Predictions, 2021",,PDF,,,,,,,,,,,,,,,
"Port Ohope Wharf, Tide Predictions, 2022","Port Ohope Wharf, Tide Predictions, 2022.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2022-01-01/2022-12-31,"{""type""  : ""Point"" : ""coordinates"" : [177.1082, -37.984]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Ohope%20Wharf%202022.pdf,"Port Ohope Wharf, Tide Predictions, 2022",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Ohope%20Wharf%202022.csv,"Port Ohope Wharf, Tide Predictions, 2022",,PDF,,,,,,,,,,,,,,,
"Port Taranaki, Tide Predictions, 2017","Port Taranaki, Tide Predictions, 2017.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2017-01-01/2017-12-31,"{""type""  : ""Point"" : ""coordinates"" : [174.0344, -39.0562]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Taranaki%202017.pdf,"Port Taranaki, Tide Predictions, 2017",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Taranaki%202017.csv,"Port Taranaki, Tide Predictions, 2017",,PDF,,,,,,,,,,,,,,,
"Port Taranaki, Tide Predictions, 2018","Port Taranaki, Tide Predictions, 2018.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2018-01-01/2018-12-31,"{""type""  : ""Point"" : ""coordinates"" : [174.0344, -39.0562]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Taranaki%202018.pdf,"Port Taranaki, Tide Predictions, 2018",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Taranaki%202018.csv,"Port Taranaki, Tide Predictions, 2018",,PDF,,,,,,,,,,,,,,,
"Port Taranaki, Tide Predictions, 2019","Port Taranaki, Tide Predictions, 2019.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2019-01-01/2019-12-31,"{""type""  : ""Point"" : ""coordinates"" : [174.0344, -39.0562]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Taranaki%202019.pdf,"Port Taranaki, Tide Predictions, 2019",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Taranaki%202019.csv,"Port Taranaki, Tide Predictions, 2019",,PDF,,,,,,,,,,,,,,,
"Port Taranaki, Tide Predictions, 2020","Port Taranaki, Tide Predictions, 2020.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2020-01-01/2020-12-31,"{""type""  : ""Point"" : ""coordinates"" : [174.0344, -39.0562]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Taranaki%202020.pdf,"Port Taranaki, Tide Predictions, 2020",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Taranaki%202020.csv,"Port Taranaki, Tide Predictions, 2020",,PDF,,,,,,,,,,,,,,,
"Port Taranaki, Tide Predictions, 2021","Port Taranaki, Tide Predictions, 2021.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2021-01-01/2021-12-31,"{""type""  : ""Point"" : ""coordinates"" : [174.0344, -39.0562]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Taranaki%202021.pdf,"Port Taranaki, Tide Predictions, 2021",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Taranaki%202021.csv,"Port Taranaki, Tide Predictions, 2021",,PDF,,,,,,,,,,,,,,,
"Port Taranaki, Tide Predictions, 2022","Port Taranaki, Tide Predictions, 2022.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2022-01-01/2022-12-31,"{""type""  : ""Point"" : ""coordinates"" : [174.0344, -39.0562]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Taranaki%202022.pdf,"Port Taranaki, Tide Predictions, 2022",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Port%20Taranaki%202022.csv,"Port Taranaki, Tide Predictions, 2022",,PDF,,,,,,,,,,,,,,,
"Pouto Point, Tide Predictions, 2017","Pouto Point, Tide Predictions, 2017.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2017-01-01/2017-12-31,"{""type""  : ""Point"" : ""coordinates"" : [174.1816, -36.3626]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Pouto%20Point%202017.pdf,"Pouto Point, Tide Predictions, 2017",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Pouto%20Point%202017.csv,"Pouto Point, Tide Predictions, 2017",,PDF,,,,,,,,,,,,,,,
"Pouto Point, Tide Predictions, 2018","Pouto Point, Tide Predictions, 2018.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2018-01-01/2018-12-31,"{""type""  : ""Point"" : ""coordinates"" : [174.1816, -36.3626]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Pouto%20Point%202018.pdf,"Pouto Point, Tide Predictions, 2018",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Pouto%20Point%202018.csv,"Pouto Point, Tide Predictions, 2018",,PDF,,,,,,,,,,,,,,,
"Pouto Point, Tide Predictions, 2019","Pouto Point, Tide Predictions, 2019.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2019-01-01/2019-12-31,"{""type""  : ""Point"" : ""coordinates"" : [174.1816, -36.3626]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Pouto%20Point%202019.pdf,"Pouto Point, Tide Predictions, 2019",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Pouto%20Point%202019.csv,"Pouto Point, Tide Predictions, 2019",,PDF,,,,,,,,,,,,,,,
